tweet_text,cyberbullying_type
"But over and over again at the same time, it made certain backward steps. And this has been the persistence of the so called white backlash. In 1863 the Negro was freed from the bondage of physical slavery. But at the same time, the ... (47/00)",cyberbullying
"unpopular opinion: I've experienced more racism from my own race, Asians, and Hispanics than white people. Yes, there are ignorantly racist white people, but the amount of times I've been called a coon and a negro from my own race is unimaginable.",cyberbullying
@iBeZo @RiseDiabolic Hey fuck you dumb gay nigger,cyberbullying
right dumb fuck!â€œ@I_B_BRE: â€œ@MoriahRae1 Fucking Nigger won again.â€ Fuck u. Btchhh!â€,cyberbullying
Look at this guy smile and say i had a good night :) he looks at me and says so? Who the fuck carea. Kmft dumb nigger.,cyberbullying
Ima get it in til da day that I go! Niggas don't act like niggas no mo! Hate when niggas act like they ain't from tÃ¢Â€Â¦ https://t.co/HshBJtIv5k,cyberbullying
"literally screaming at homophobes and racists in public first of all ur not, and second of all no one cares",cyberbullying
"â€œ@CrownVicChickOJ: U mad? RT @tayyoung_: FUCK OBAMA, dumb ass niggerâ€ damn somebody mad!",cyberbullying
NAH FUCK BAKER MAYFIELD DUMB ASS NIGGER,cyberbullying
@Abstract_eX shut the fuck up you dumb nigger,cyberbullying
":| ""@tayyoung_: FUCK OBAMA, dumb ass nigger""",cyberbullying
"People in Navarre are so fucking dumb there was never anything posted on any of my social medias saying ""niggers"" so please fuck off",cyberbullying
"RT @MrDewMaster: #ISIL is not #Islamist like #Obama is not black, he's a nigger. The dumb fuck is going to get many of us killed. POS #POTUS",cyberbullying
Fuck yal niggers thinkin im dumb nd shit im smart af â€œ@Is_StanThatCool: @lije__ he prolly failed soberâ€,cyberbullying
@iDrag4RihRih yeah I'll cry but you still wouldn't say that to a nigger face you MUTHAFUCKIN BITCH ! You fake as fuck ! Dumb ass hoe,cyberbullying
witnessed a black guy being called a nigger when all he was doing was standing with dog minding his business. Absolutely disgusting,cyberbullying
The Internet at my house is being a dumb nigger.. Fuck modern technology,cyberbullying
"â€œ@ChewCanSam: Somebody get the camera off that dumb nigger before I flip the fuck out, Subban is a stupid piece of shitâ€",cyberbullying
"@tayyoung_: FUCK OBAMA, dumb ass nigger lol this bitch mad too! O.o",cyberbullying
"do u think white males are a big part of the racism proâ€¦ â€” Not at all! Racism isnt just towards colored skins, itsâ€¦ http://l.ask.fm/igoto/45DKECN75V62DDAUPY6IQO6R6CNDJJA5QP76DGX7D7SLNZN62UYY2Z2ME5GM2RRUK227YEQJJQUH4DB7YEV7M2VONS5LPBR5UUARBEY3C53DWGP5B6MTGOHPZS2PFWD7SCSMUBQC2TTHDFMILWLAES3NVXGHNYUKYTFGLYDTQOPPYP7SFZZWHX6M6NPKJ47XTQI72VY=",cyberbullying
"If you actually knew anything about history , black people did slave white people for hundreds of years and move on from the past and leave it in the past thatâ€™s the only way forward . Every race in history suffered pain from another race",cyberbullying
@ethan96williams @damn_sammx it means you're a nigger,cyberbullying
dumb niggers FUCK EM,cyberbullying
"when u first entered the haikyuu fandom, what was one of ur weirdest/funniest misunderstandings? mine was that i thought oikawa had a ""white knee pad"" bc he wanted to stand out and look cool",cyberbullying
Man Fuck these bitch ass niggers how yall doin im lil tunechi im a newsince i go stupid i go dumb like the 3 stooges,cyberbullying
Well get shit streight dumb ass...that shit pissed me off dude dont call me a nigger crackhead...ill fuck you up dude you just don't know,cyberbullying
dumb nigger fuck off cunt,cyberbullying
"I ainâ€™t pressed bout no other mf but this literally my idol, yâ€™all dumb asses got me fucked up. literally gives his all even under ducked up circumstances bc itâ€™s hard to accomplish shit w no support n yâ€™all give him yâ€™all ass to kiss, u ungrateful NIGGERS. Lmao fuck dawg",cyberbullying
ur the one i was gonna ask in the first place..,cyberbullying
This Nigger wanna take that chopper outta my hands nigga please ##ROMNEY it's still handguns dumb fuck,cyberbullying
"The Byzantine Empire coined them slavs. And wooo lol, im not so called white, I was referring to the the so-called American negro variety",cyberbullying
@WhyTFYewMad nope! :) I would hate to be a NIGGER black skin is disgusting it looks like shit that will never wash off. Hehe,cyberbullying
"They trippin over Jaimee Foxx bein called a nigger on #Django its a movie takin place in slave times low key, fuck you expect smh dumb stuff",cyberbullying
"How is it that I, a white man, am the one condemning the acceptance from the left when they assume guilt in black Conservatives as having an agenda, instead of respecting their sincere disagreement. Black conservatives are openly called â€œHouse Negroâ€? This is acceptable? Smh",cyberbullying
"Fuck this sand nigger, this ugly ass gook, and this dumb bitch polak. GTFO.",cyberbullying
"â€œ@Omasirichukwu: ""@icecreamlicka: @Omasirichukwu shutup nigger"" omgggg even Satan wouldn't want you in hell ffsâ€ lmao Omas!! You dumb fuck",cyberbullying
Bitch im going to fuck with you until im bored and your location is on dumb hoe RT @CourtneyBrady12: #DefineObamaInOneWord nigger,cyberbullying
i just finished reading ur thread and tbh same i wont be able to get through the third one without friends . this one i definitely did not enjoy as much as the first v cringey and cliche and typical and they couldve done better w the storyline and also yes #marcodeservedbetter,cyberbullying
Now this nigger talking about what me and that woman was talking about on death floor pertaining to that horse her brother's sat her on and that scarlett fever she died of. What the fuck me and her conversation had to do with this dumb nigget Indian I don't know.,cyberbullying
"Or he could dump his sponsors & start racing for another brand, after they were linked to slavery in the past! But he wont do that cos black lives only matter to people like him when it doesn't cost anything Practice what you preach, you tax dodging #hypocrite @LewisHamilton",cyberbullying
"â€œ@TylerxBryant: @AwkwardEP @imchildishtbh you're mature dude, lol. Fuck off you dumb niggerâ€ Aw I hurt his feelings lol",cyberbullying
"â€œ@HeidiiFreeman: ""You look dumb as fuck my nigger. "" Hahahah.â€Bahahah this made me roll",cyberbullying
