tweet_text,cyberbullying_type
"You're right, rape joke was in good taste then as always and a sign of a man who deeply cares about the issues. Note let's remember that time he laughed when i woman talked about gay sexual assault",cyberbullying
"@sara771987 Well, I hate it, but...I know what you mean.  Thanks.  This will be rubbed in their hypocrite faces shortly...",cyberbullying
or do offensive things now because /someone/ will say something. because oh no you can't make rape jokes. oh no you can't make gay jokes. oh no you can't be fucking racist.,cyberbullying
@Javanzord @Douglas_Feer feminazi,cyberbullying
@Spazkidin3d raise ur dongerz 5spoopie7me senpai vinny/joel notice me ayy lmao shrekt kappa *huge debate over rape race or gay jokes*,cyberbullying
"@NatFucksAround and do gay jokes support homophobes? I still like to laugh. Its not about rape itself, i only laugh if the joke is funny 2me",cyberbullying
#BlameOneNotAll: Do men who don't hurt women actually need to be congratulated? http://t.co/6n0yLT3Clm,cyberbullying
RT @mary__kaye: That face Kat just pulled was hideous. #mkr,cyberbullying
imagine stabbing a gay who makes rape and se*f h*rm jokes,cyberbullying
"The JK Rowling memes have revealed how homophobic most people still are. It's sad that saying a relationship between two men possibly had sexual dimensions, got thousands of people to make pedophilia and rape jokes about gay people.",cyberbullying
"Miley Cyrus Rides Blow-Up Dick, Tells Rape Joke at London Gay Club (Gawker): Share With Friends: | | Top New... http://bit.ly/QBgFJj",cyberbullying
"RT @LiamDangerSmith: Call me sexist, but I really don't like female country singers",cyberbullying
"Men are empowered to call female politicians a ""fucking bitch"" when women speak of them hatefully and other women do nothing.",cyberbullying
"Remember when Vince Vaughn's own director said he regrets the movie that made Vince Vaughn famous because of date rape jokes, ""sassy"" racist grandmother tropes and gay men as predators?",cyberbullying
my friend met him for an interview about rock climbing or something and apparently he made some inappropriate gay rape jokes :/,cyberbullying
DRUDGE NEWS: VIDEO: Miley Cyrus Makes Date Rape Joke at Gay Nightclub... http://bit.ly/1lj4fB5 #Freedom,cyberbullying
@Titty_2Kanes that was a rape joke not a gay joke lmao either way u don't apply.. Good father who makes bets on the 49ers lol,cyberbullying
"We made joke outta Alu4, Dana crash, gays, rape and the so called clueless government. That's not kill him for his ""inappropriate"" joke",cyberbullying
"Thank you @baby_teeth :,( yeah making gay jokes or rape jokes doesn't really help",cyberbullying
"And yes, my friends call me Kuntsi... bitch is an understatement! Lol Iâ€™m also not soft, weak and insecure like ALL the females in this video.",cyberbullying
"Self described ""radical feminist"" makes death threats against #GamerGate WOC for not doing/thinking as she was told. http://t.co/sVXfPPIhef",cyberbullying
"RT @chriske17370944 I'm not sexist but the new Ghost Busters with an all woman cast, nah, won't be the same tbh #Ghostbusters",cyberbullying
"okay but look at it from my perspective, I get triggered and sad whenever someone jokes about sexual assault or rape bc I have to live through it. the same goes for people coming out as trans, bi or gay. so Iâ€™m sorry but they have every right to say that they are hurt by it.",cyberbullying
#MileyCyrus Miley Cyrus Makes Date Rape Joke At London Gay Nightclub: VIDEO http://ift.tt/1mngNIH,cyberbullying
"@QuadCityPat @RomanEcho oh lord. So he makes fat and gay jokes, supports child rape and acts like a 10 year old. Awesome life buddy.",cyberbullying
"I want to go on record saying that in any respectable restaurant, if someone were to call a female worker a â€œfucking bitchâ€, that person would not be allowed back in. Ever. I think the same policy should be followed by Congress and Senate. #insult=noseat",cyberbullying
"We can't even fucking ride bikes now? What the shit is this? @james19XX I'm not sexist, but girls riding bikes just looked weird af.",cyberbullying
Yâ€™all: â€œHaHa drunk pussy the best pussyâ€ â€œwHeN sHe ThInk ShE OnLy CoMiNG to SmOkEâ€ â€œI WaNnA gEt a BiTCh DrUNk Ykwtfgoâ€ â€œid RaPe A BiTCh NaStyâ€ â€œid let my son get raped by women before he can ever admit heâ€™s gayâ€ Yâ€™all: oMg yALL sOfT iSsA jOkE,cyberbullying
RT @RetiredUsnCapt: @ShaePhoenix Would looooove to see a feminazi take on this ha ha,cyberbullying
I love Boondocks slander let's talk about how Gay Black men &amp; homosexuality were portrayed negatively the entire show. All the GBM characters were villains and/or some sort perverted deviant. It was mad homophobic. And McGruder's obsession with gay rape as a joke was just weird.,cyberbullying
@chelseabieber95 duuuuude. cyber bully much? I just read some of the tweets. how did it even start,cyberbullying
"@AutomaticZen @patriciaxh which is a step less awful than, say, adding gay jokes or rape jokes",cyberbullying
"I'm all for Pope tweets denouncing child rape but lay off the gay jokes. Doing that blurs a VERY serious line. They're not the same, idiots.",cyberbullying
"RT @joelnoizes im not sexist but girls should not rap, its weird",cyberbullying
Because it's so appropriate for school! @Whack_ I'm not sexist but I die laughing when dudes in class make sexists jokes,cyberbullying
"Last time I checked, anal sex wasn't exclusive to gay men. Prison rape has nothing to do with homosexuality. It's unfortunate that a type of sexual act has been conflated with sexual preference... why reinforce that? That said, not defending jokes about rape here.",cyberbullying
"The gay rape joke goes hard. Everybody else tells Kid their crimes. The worst is ""I used to run a daycare center."" #BlackFilmFeb",cyberbullying
"Suck shit Kat you vile, venomous, nasty bitch! Giving shit to Annie and Lloyd, only to be told your dish was gross! Karma Bitch! #MKR",cyberbullying
RT @TwoThug4U: if you look at @YesYoureRacist you see tweets of pure hatred. If you look at @YesYoureSexist you see a few light stupidity aâ€¦,cyberbullying
@GRIMACHU @AliRadicali @avacadosoup Honestly no idea what that is...,cyberbullying
"RT @basyoni95 I'm not sexist , but a lady Assassin just isn't right .. #AssassinsCreedLiberation",cyberbullying
"can people please stop throwing ""gay"" and ""rape"" around like if it's a joke?",cyberbullying
#MKR anyone can cook from a can girls.,cyberbullying
"Remember when conservative used to be associated with things like Judeo/Christian values? Now it is synonymous with insensitive rape jokes and gay people (Milo). How times have changed. The left are the new fundamentalists, only their religion is not Christianity, it's socialism.",cyberbullying
RT @NiceAntiFem: #WomenAgainstFeminism Because they'd rather be sorry than safe. #feminism  #YesAllWomen http://t.co/QEi25Bx6lz,cyberbullying
Rape jokes are terrible. But you niggas retarded if you think I ainâ€™t finna say â€œthatâ€™s gayâ€ to some gay shit.,cyberbullying
.@trishesdishes Can you be legally forced into parental obligations?  Can your genitals be cut at birth?  Does your right to vote have an *?,cyberbullying
"Yoho Ousted From Christian Charity Board After â€˜Verbal Attackâ€™ On AOC You mean it's not Christian to call a young female colleague a ""fucking bitch""? Who'd a thunkit?",cyberbullying
Every single jaehee blog on tumblr either a. Reblog S from an artist that makes me SUPER uncomfortable or B. Makes rape/gay jokes lol,cyberbullying
"Todayâ€™s society so sensitive itâ€™s sad they joke about everything but they take out the gay jokes before race, rape, and other â€œsensitiveâ€ jokes",cyberbullying
"@ItsMr_RazaQ @kristefany @baradar85 really? calling for the killing of gay people or promote rape in the name of a ""joke"" is cool to you?",cyberbullying
"Abortion, orphanages, death, Illuminati, cancer, STD's, pregnancy, rape, gay, and racist jokes are lame. Immature. Childish. Stupid.",cyberbullying
RT @_queenshnir: bitches be boosie bad ass until it time to fight. then they a no showÃƒÂ°Ã‚ÂŸÃ‚Â˜Ã‚Â´,cyberbullying
Liberals making gay rape jokes is supreme 2019. Heâ€™s still your president and will be for another 5 years. #facts,cyberbullying
"Sweet. I have a wife and 2 daughters, I guess this means I get to call my female colleagues fuckin bitches without repercussion. @AOC is an amazing role model and my daughters will be watching her speech tonight with me so they can see what strong women are capable of doing",cyberbullying
I'll still call them females. And Bitches too.,cyberbullying
Guys say they have dark humour then proceed to make jokes about rape and gay people,cyberbullying
"RT @_scottelder: @charMANdork @TheRealFTA I'm not sexist, but women are inferior. proving that you can still be an idiot regardless of yourâ€¦",cyberbullying
i bet these people were going 'ewww that's so gay wtf [slur slur rape joke slur] XD XD XD' five years ago,cyberbullying
Mind you it was because she made a rape joke about a 17 yr old girl and I called her out on it but then she said it doesnâ€™t even matter cause sheâ€™s gay anyway. And then called me stupid. Goodnight yâ€™all,cyberbullying
Hey Kat.. ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Karma is a bitch!  #mkr,cyberbullying
"They haven't learnt how to have small talk which doesn't consist of rape jokes, jokes on the word gay, slutshaming and bodyshaming women or conversation where they are trying to get sex, so of course they find themselves out of their depth at that moment",cyberbullying
"You call Yohoâ€™s remarks â€œcriticism?â€ Whatever happened to civil discourse? Is it ok for a man to call a female colleague a fucking bitch? Name-calling by Republicans has got to stop, not to mention name-calling by men against women. Our president has lowered the bar way too far.",cyberbullying
@HeatherMoAndCo @Shermertron Mary Koss.  Seriously...,cyberbullying
A stereotypical gay Latino man making a rape joke.,cyberbullying
"@RepTedYoho , your disgusting display of gaslighting and while male fragility will live on in the arhives of herstory. And how dare you pull the ""long marriage two daughters"" gag to absolve you your choice to call a female colleague a fucking bitch. YOU are the BITCH, sir.",cyberbullying
"So saying bad things about women is harassment, saying bad things about gay people is an opinion/joke? Okay. BTW, the men who â€œjokeâ€ that you should be able to rape a woman to keep her in line (a common fun thing they tweet a lot) also say itâ€™s just their â€œopinion.â€",cyberbullying
RT @thisonesakillaa: @MT8_9 I'm dying,cyberbullying
"Jokes about rape from senior management. Talks about bombing the ragheads, corrective rape and on and on and on. Suffice to say I wasn't out. When they did find out I was gay it got much, much worse.",cyberbullying
"he beat women and a gay man almost to death. he tried to kill and rape his girlfriend with a pitchfork. dumb kpop jokes are the very LEAST of what he deserves. he doesnâ€™t need anyone to defend his EVIL, misogynistic, homophobic, rapist ass but thanks anyway https://twitter.com/valentaevibes/status/1008839625027268608",cyberbullying
"RT @GalenHerron I'm not sexist at all, but I do hold the firm belief that girls/women shouldn't be allowed to drive. No need to explain why",cyberbullying
"Also, gay and Rape jokes aren't funny you fucking idiots who make them",cyberbullying
&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight,cyberbullying
"Thatâ€™s the problem. Because the victim is a villain, and unconscious, and â€œhaha itâ€™s a gay jokeâ€, weâ€™re supposed to think sexual assault is okay. Rape is okay as long as it only happens to criminals, right?",cyberbullying
@avonsuppports @Lil_Miss_Dianne he said he didn't want his son to be gay and all these gay dudes were mad and then he made a rape joke,cyberbullying
lol jacob played a h3h3 video and it was just rape joke trans joke gay joke,cyberbullying
"reasons i hate the guys in my grade: they joke about the disabled, rape, other races, women, gay people, literally everything you shouldnâ€™t joke about- i mean i like my school and all but southern christian conservatives immature high school guys are just a LITTLE TOO MUCH for me",cyberbullying
"RT @uberfeminist: #TwitterFeminism is a protection racket. Except nobody can actually guarantee your brand any safety as the ""movement"" is â€¦",cyberbullying
"@SarahBMaslow_RC It kinda was tho:/, + if it was a girl who bullied you, why would you be like ""stop bitching to my friend, yeah? after (c)",cyberbullying
"@Dreysander1 Biurny Pegeuro put a man in jail for 20 years, never even had sex. Lied to her friends about ditching them at a club, so she...",cyberbullying
I understand totally. The idea of telling my son he's not allowed to call his female colleagues fucking bitches is just filling me with absolute horror,cyberbullying
good!,cyberbullying
"@nat_com1 @Feminazi_Front But 'inequality' is not defined as that. Its defined as unequal. We're unequal in physical strength, for example.",cyberbullying
SO CLEVER @Billy_K11: How are girls so bad at math when they know so much about hair volume and the volume of their mascara #NotSexist,cyberbullying
"How i just had a first date go: in the first 20 minutes-a swastika joke, a rape joke, and a highly offensive gay joke. Needless to say, I had every desire to throat punch this ignorant piece of shit. Donâ€™t forget people hide their true selves in online dating.",cyberbullying
"I take your point these are not good examples of that point. As @rickygervais points out in Humanity - even rape jokes are funny, as long as the butt of the joke is not the rape victim. These jokes are not that funny but the targets are politicians not gay people",cyberbullying
@drimranqamar She is lying.,cyberbullying
.@WayJamesO Yep. The Coyotes. They have an out in 2-3 years. #NHL would have gone to Seattle.  But no building. Vegas will get them instead.,cyberbullying
Interesting how leftists can make jokes about gay rape but if a conservative made such comments the lynch mob would be out in full force,cyberbullying
"Everyone be sure to take morality and parenting lessons from @ChrisWarcraft. Ok to mock child rape, but spanking and jokes about gays no go",cyberbullying
RT @_els_7 Women's tennis is of a good standard #shitnoonesays #notsexist #stillenjoywatchingivanovic,cyberbullying
"girls @Dehner07 In usually not sexist, but girls are refs in the NBA ? Wow.",cyberbullying
Corbynites made the Starmer bros call female workers bitch face cow &amp; plot to throw darts at her face?,cyberbullying
"The president makes a gay rape joke, mocking molestation victims of Jordan, and it won't even make the news.",cyberbullying
RT @averagemeninist: yes i am a brony and a meninst get over it. you won't have sex with me? what kind of bullcrap is this oppression? femiâ€¦,cyberbullying
"There is nothing funny about rape jokes.. just another ignorant, attention hungry gay man with more privilege and influence than deserved.. Zero class, culture or sensitivity.",cyberbullying
I have a stupid man crush on Lloyd and I can't help it. #mkr2015 #mkr #sexylloydmkr,cyberbullying
@paddy_muldoon A male calling a women who is sticking up for gays and rape victims sexist. That's rich.,cyberbullying
"Yeah, but he already had his brain damaged. He might not have been able to be saved at all. What makes it worse, kid was 14, naked, Dahmer says it was his lover & they fighting. Cops make jokes abouts gays &amp; rape &amp; let him go. Kid was killed that night. Dahmer kept the head.",cyberbullying
@DQTwitchStream Flyers can never get all 3 phases in sync.  Have had great forwards.  Had great D in 2010. But never find the G.  If they do,cyberbullying
@RapeIsntOkay Rape is a joke Ur mum Ur sis Ur aunt Ur uncle Ur moms dads gay transvestite boyfriend Ur fucking stupid,cyberbullying
RT @davidalice Why are LA women so bitchy? #notsexist,cyberbullying
"Wow RT @LenLetaylor yip. I'm not sexist, but I'd like to throttle that woman",cyberbullying
"RT @pay_pay247 I'm not sexist, but women's basketball makes me want to puke",cyberbullying
"Yes, you are. @KenBest I swear I'm not sexist but watching girls basketball usually makes me want to shoot myself in the head",cyberbullying
â€œ@CharlotteEscami: When someone tells a rape/gay/mental illness joke https://twitter.com/CharlotteEscami/status/487052362377220096/photo/1â€,cyberbullying
a little girl saying nigga in a song and calling someone gay as a fuckin joke and APPARENTLY making a rape joke. Headass,cyberbullying
@desertcrossing And that proves what?,cyberbullying
Notice how the argument isnâ€™t â€œdonâ€™t call a man a male.â€ Theyâ€™re trying to say that men secretly call women â€œfemalesâ€ as a pejorative in lieu of â€œbitch.â€ Yeaaaaahhhh...ok!,cyberbullying
Rape Jokes Forced Olly Alexander to Avoid Social Media http://bit.ly/1Vc9syz #GAY #NEWS #LGBT,cyberbullying
I love it when men open doors for me. But then I'm a lady and not a feminazi. http://t.co/RiAI2yRQEb,cyberbullying
"Essentially, but much worse. Several DBZ actors were caught making extremely offensive jokes. not just racist, but also homophobic, incestuous, pedophilic and rape jokes. Including a five minute skit about a gay rape orgy.",cyberbullying
"Irl bc the older you get the more serious people are gonna start taking those words. By this I mean using racial slurs when you are white, making rape jokes toward women, making fun of gay people. That stuff isnâ€™t taken lightly anymore trust me. Look stories up. be less vulgar",cyberbullying
"Female is diet bitch for sure, but is not ok to call someone a bitch if theyâ€™re acting like a bitch. Is that not acceptable?",cyberbullying
@Prostathlitis I know.  You know.  My intent is to prove they don't know.,cyberbullying
Sassy? Gurls you ain't sassy. More like bitchy. #MKR,cyberbullying
"if no, what is the formal word for 'feminazi'? you know...a woman who is too feminist.",cyberbullying
females really be getting annoyed when they man spams them with texts and calls welll shittt you wanted a man to do all that cute shit with right ungrateful bitches goodnight,cyberbullying
"RT @milkyway40: I'm not sexist, but female sports announcers annoy me.",cyberbullying
this fucking girl in front of me joking about people being gay and rape. Seriously not something to joke about,cyberbullying
Do not make suicide jokes. Do not tell people to kill themselves. Do not make rape jokes. Don't use gay as a serious insult. You're not cool,cyberbullying
RT @Mardeek_M I'm not sexist at all. But I can not stand female reporters in men's sports,cyberbullying
"RT @omahajon Don't get your pants in a bunch. I'm not sexist. But in this PC geekdom world, heaven forbid if you disagree.",cyberbullying
"I can't let this go. Do you make rape jokes, Helen? Because I've lived through DV and rape, and they're on the same level for me. This is not at all what I would expect from a publication from @rgay at all.",cyberbullying
Why are the WA contestants always assholes? 3 yeas running!! #mkr,cyberbullying
"@IsabellaEscort When I ask them that verbatim question, they call me an abusive misogynist.  You?  Do you ever actually get an answer?",cyberbullying
"Notice how all leftist comics, like Sarah Silverman, have stopped doing gay jokes yet have ramped up the jokes about child rape? #Qanon was right again: These ppl ARE sick. #WWG1WGA",cyberbullying
"So..... all the jokes about rape and murder are still acceptable in today's society? If you stop gay jokes, stop all of the jokes. Might as well just cancel the whole show!",cyberbullying
"I suppose Kat thinks it's ""unfair"" like every other time her 'yuck food' has been given bad critique?Shes like a child! Stop bitching! ðŸ˜¤#mkr",cyberbullying
RT @dylan_w_wilson Go ahead and call me sexist but I do not trust girls in a gun store.,cyberbullying
"Heads up to others who live in upstate NY the Roma's in Latham NY has a bunch of assholes working in it. They have been making racist comments about their black customers, make up rape jokes about female employees and customers, and frequently take about how trans, gay, and-",cyberbullying
"â€œ@T_YoungGod: I'm scared of gay gangsters, rape is no jokeâ€&lt; FFS titch fam wtf!",cyberbullying
"Most people who make rape jokes (or gay jokes, or racist jokes, or whatever) arenâ€™t smart enough to... http://tmblr.co/ZgzvGyPymbYI",cyberbullying
Democrat Mark Critz totally can't figure out why you didn't like his gay rape joke. - Naked DC http://nakeddc.com/2013/10/01/mark-critz-totally-cant-figure-didnt-like-gay-rape-joke/ via @NakedDC,cyberbullying
people who make gay jokes and rape jokes can go away forever tbh,cyberbullying
Stupid bitch Ã°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚Ã°ÂŸÂ’Â€Ã°ÂŸÂ’Â€ you so trifling https://t.co/4WGUuNdwMZ,cyberbullying
Yep. U got that. Mr tuff guy. MAGA Ã°ÂŸÂ‘ÂŠÃ°ÂŸÂ¤Â£ just look at his hair/face/says it all. He's bat crap crazy. How the HELL didÃ¢Â€Â¦ https://t.co/Y8YyDum553,cyberbullying
RT @jondogg_sports: Working with females is difficult. Have to walk on eggshells as to not offend them. No I'm not a sexist person. I'm talâ€¦,cyberbullying
@piojaa_ feminazi,cyberbullying
i call the women i respect females idk who can take being called a bitch and not take it to heart,cyberbullying
"RT @katedudge I'm not sexist but I think in general, men make waaaay better music",cyberbullying
Tell a gay joke get thrown in jail as refugees rape their country sounds about right,cyberbullying
"You think it's in order for a congressman to go up to his female college and call her a ""fucking bitch because they differ on policy?"" That's what your ""spirit-filled"" Christianity prescribes?",cyberbullying
Men lack such self-awareness @3umarzF Women are so complicated. #NotSexist,cyberbullying
"@cwgusu Your example is 42 years old, you realize?",cyberbullying
Gay &amp; Rape Jokes Arent Funny. Can You Just Shut Up.,cyberbullying
family guy: gay jokes: rape jokes:,cyberbullying
"RAPE JOKES WILL NEVER BE FUNNY OK?? EVEN THOUGH THE ""JOKE"" U MADE WAS FOR GAY PPL JUST KNOW THAT RAPE WILL NEVER EVER BE FUNNY WHETHER THE VICTIM IS STRAIGHT OR NOT HA???? KAYA FUCK U NLNG SA GROUPMATE KO WHO MADE A FUCKING RAPE ""JOKE"" SA SCRIPT NAMIN",cyberbullying
RT @AlexWithAnEx I'm not sexist but I can't stand feminists,cyberbullying
doing drugs effects an individual themselves but being sexist effects a whole group of ppl and when did 5h ever make rape/racist/gay jokes? https://twitter.com/condoradore/status/843410631466373120,cyberbullying
@TurboNigga3000 had a big nicca rape me because I sat in his seat in skool. Jokes on him doe he gay for eattin my ass ol flamin ass,cyberbullying
"Lazy Emmy watch update: The uncomfortable rape, gay and racist jokes in VEEP.",cyberbullying
#MKR. I actually liked Ash tonight. Though she always looks like her hair is pulled back too tight.,cyberbullying
Fresh: Miley Cyrus shocks fans with date-rape 'joke' at GAY London g http://bit.ly/1g2nSyd #celebrity #MileyCyrus #Pop,cyberbullying
"Video: queerpoc: ""Iâ€™m not gonna apologize for my rape jokes, Iâ€™m not gonna apologize for my gay jokes or... http://tmblr.co/ZTMZux1SYoI00",cyberbullying
VIDEO: Miley Cyrus Makes Date Rape Joke at Gay Nightclub... - VIDEO: Miley Cyrus Makes Date Rape Joke at Gay Night... http://ow.ly/2GBGJs,cyberbullying
"RT @SAMhuz33 A ghostbusters remake with Women taking up the roles of ghoul slaying saviours? I'm no sexist, but let's not be stupid, eh?",cyberbullying
â€œ@IvanTrba: At least the #promogirls might have a future in creating new Ben &amp; Jerry's flavours #MKR #icecreamqueensâ€ Offal and marrow?,cyberbullying
"Whoa now. First off Iâ€™m really not reading all of that. Those are two paragraphs. Iâ€™m good on that. Secondly I think youâ€™re taking my shit posting seriously. People literally make jokes about rape, gay rights, black people, white people etc",cyberbullying
"@northwest_gay @TheBritHomo Racism and rape are not joking matters at all, which are the jokes that he makes. We are not laughing.",cyberbullying
"Sexism is still not acceptable even if you throw ""white"" in front of ""woman"" Homophobia is still not acceptable if you thow ""white"" in front of ""gay"" Rape jokes &amp; body shaming are still not acceptable if they're directed to men. Being a minority doesn't excuse bigotry.",cyberbullying
"tw // abuse, sexual abuse, homophobia, m*geko m*geko fully made a gay ship that was abusive (physically, mentally AND sexually) turned it into a joke, gave them a child and then made that child not only have a gross love for their father but also????? straight up rape him????",cyberbullying
@g56yu @JillFilipovic @rsmccain @ShunCampusWomen There's a difference between a feminist and a feminazi. Fools call the latter the former.,cyberbullying
"Racist jokes, rape jokes, gay jokes, are all punching down, because they are all at the expense of the groups with less power. If you flip them around, and make the dominant group the target instead, it is funny to punch up. 2/2",cyberbullying
RT @cooperlewis_: 3 followers till 1000!,cyberbullying
"How come I hear more about Breast Cancer, Than Prostate Cancer, How Come I hear More about Female Depression than Male Depression. If I post on my stories a pic of me crying they would call me a Bitch, if a girl does it everyone goes to ask them if they're ok.",cyberbullying
I didn't know they were models #MKR,cyberbullying
iM READING SOMETHING AND THIS FUCKING STUPID BOY IS GONNA MAKE ME CRY AND IM GONNA BLOW UP IF HE DOES WHAT I THINK HES GONNA DO. I S2G. DJDK,cyberbullying
"So much this. Watch a comedy from 15 years ago and its just so obvious how far weve come culturally. Its genuinely painful to sit through the onslaught of gay, trans, and rape jokes buried in blatant misogyny on screen in movies i remember growing up with. People have grown.",cyberbullying
"as someone who lives with a man who believes he canâ€™t be sexist because heâ€™s gay but who will still mansplain to me my own career, degree, experience with female healthcare and say rape culture is a myth- I agree wholeheartedly",cyberbullying
Dave Chappelle maneuvering through those gay and rape jokes,cyberbullying
By my FEMALE friends . Yes . If a man calls me a bitch . Imma rip his head off .,cyberbullying
RT @mitrebox: Guy who stabbed two people at busstop has face that says I'm going to stab you at a bus stop. http://t.co/nAp4hHbfUc,cyberbullying
"You can either choose to host a fascist who is perpetuating brutal state violence against Indigenous people & Afro-Brazilians, who jokes about rape, and who has nothing but contempt for women, trans people, &amp; gay people, or you can NOT. Your choice is clear &amp; we wonâ€™t forget.",cyberbullying
"Just let some ""dude"" walk past your mom and sister and call them ""fucking bitches"". Don't care if your mom and sis are whiners or any of that, just because they're women and most men are threatened by strong females. AOC called it for us- women",cyberbullying
"@kmx1974 Google ""financial abortion"".",cyberbullying
Deconstructed tart by lazy tarts  #MKR,cyberbullying
@LickHerNoChaser @MrMacAsshole what's up with you and the gay jokes lately?? Did somebody butt rape you smh,cyberbullying
@nightsinlights I was like congrats fuckface mcgee you are a goddamn idiot if you think that is sexist,cyberbullying
RT @ProWomanChoice: This makes me laugh. #feminazi #feminism #YesALLWomen #fem2 #p2 http://t.co/bvSnfrXsKm,cyberbullying
RT @ImAnotherVoice: @Dezzantibus @MT8_9 @theesadiemarie and we still get payed equally. That stupid myth bothers me to no end because thereâ€¦,cyberbullying
Some of you girls think being a bad bitch is all there is in life,cyberbullying
@nonirishpaddy @SirScatters Who said anything about hitting?,cyberbullying
Why niggas call females a bitch when they get rejected lol,cyberbullying
"Omfg ""taste and swallow"". Quote. Of. The. Year. #mkr2015 #mkr #mykitchenrules",cyberbullying
People are outraged about Chappelle's jokes on rape and gay shit?? Bet now I HAVE to see it,cyberbullying
@DonewithBots @RRiffner @PolitiBunny keep ranting &amp; attacking people. You are making no points. Bye âœ‹ feminazi ðŸ˜‚ what a fool,cyberbullying
RT @Hdharris_irl: @raininblack personally I am just glad when they use the actual word and not feminazi,cyberbullying
"btw if I wanted to call you bitch I wouldnâ€™t sugar coat it by calling you a female or saying â€œyou acting like a femaleâ€. Iâ€™ll just call it like it is. ion view the word female in that light, but yâ€™all do so Iâ€™m not gon invalidate nobodies person experiences.",cyberbullying
I feel like no male should call a female a â€œbitchâ€ thatâ€™s just crossing the line. maybe not everyone was raised the same.,cyberbullying
"She not actually going to rape anyone it was just a joke lol stop being so up tight. Now I feel like you might be under 18 huh? From my experience tho, all gays talk different, some are overally sexual.",cyberbullying
"@feministlah @GreenWeiner Picture was gender neutral, but...sure.",cyberbullying
No way that's sexist at all! @Abdul_a95 I'm not sexist but female characters in TV shows are 99% usually the most annoying character,cyberbullying
"men especially men on twitter are absolute hot garbage like yâ€™all really be saying rape jokes like itâ€™s nothing, try to find loopholes to consent and wishing your future son doesnâ€™t turn out gay. the TOXICITY",cyberbullying
â€œ@guardian: Miley Cyrus makes date rape joke onstage at GAY http://gu.com/p/3p62t/twâ€,cyberbullying
"Adolphus Real Estate! No jokes but if you ask anyone around me they all Adolphus (adofuro) is what we call gay people, otin add rape mo! Chai aye le mhen",cyberbullying
"The Miseducation of the American Boy Why boys crack up at rape jokes, think having a girlfriend is â€œgay,â€ and still canâ€™t cryâ€”and why we need to give them new and better models of masculinity",cyberbullying
"Imagine being trans, or gay, or a rape victim, experiencing traumatic events in your life, and to label a joke offensive only for people...",cyberbullying
RT @yungthothunter I'm not sexist. I do have a problem with people who exploit double standards and* use their sexuality for attention tho.,cyberbullying
"yeah, probs. â€œfemaleâ€ just feels so dehumanizing. that and female doesnt fit grammatically in some sentences and itâ€™s like at that point just call me a bitch to avoid sounding dumb",cyberbullying
".@TheShujaatAli Well, I assume you saw my Clem Ford stuff.  No MSM will write the truth about her. @AsheSchow maybe? http://t.co/XhXDywx5I7",cyberbullying
"Dan, can you believe the hypocrisy? Mediaite Yesterday: Conservatives Feign Outrage About 'Non-Existent' Gay Joke [Even though Tapper made a Joke about Prison Rape!!!] Mediaite Today: Roger Stone Makes Gay Joke About Tapper",cyberbullying
RT @ex_feminist: #questionsforfeminists For those of you that think it isn't socially acceptable to abuse men.. It is. http://t.co/AZ6Dx8UWâ€¦,cyberbullying
"@TedYoho In your twitter description you call yourself a family man, so how would you like it if someone called one of your female family members a ""bitch""! Would you care? Did you think before saying that to @AOC, or do you just get your jollies demeaning women with that word!?",cyberbullying
RT @nat_com1: @hpluckrose @feminazi_front how can there be a biological inequality?,cyberbullying
RT @_queenshnir: bitches be boosie bad ass until it time to fight. then they a no showÃ°ÂŸÂ˜Â´,cyberbullying
So it is ok to accost female members of Congress and call them a â€œFucking Bitchâ€ with no repercussions! Got it! @AOC @RepTedYoho @SpeakerPelosi,cyberbullying
"The words ""fat"" ""rape"" and ""gay"" are used far too often. they should only be used to represent their true meanings not for a joke",cyberbullying
"RT @ColbyHarris902: I honestly can't believe they added female Soldiers to Call Of Duty Ghosts, I'm not sexist but it's kinda weird and a lâ€¦",cyberbullying
"to the fuckin guys who encourage it by making jokes about it, who stigmatize male-on-male rape by making gay jokes, jokes about prison rape",cyberbullying
@Ali_East_West Let's test that... http://t.co/Q518iRDd3B,cyberbullying
@thehiredmind You can have this one. Untag.  Thanks. I've gotten what I need from her... http://t.co/rP894UHMYJ,cyberbullying
"My sister told her ex that she hopes he meets a bad bitch, fucks her, and then finds out it's the mom he never knew.",cyberbullying
"The term ""feminazi"" is actually really insulting lol",cyberbullying
Because they want to be a mother and maid to some loser @ThoughtCatalog 7 Reasons Girls Should Date A Nice Guy http://t.co/p2t9aLs5YX,cyberbullying
@tsupdawgs @feministlah I'll take any screen grabs you have.  Thanks.,cyberbullying
@Gay_Actuality @Avocate How dare you make jokes of rape! I was raped by my father at 5 yrs old. Then he passed me off to a priest at age 8!,cyberbullying
I totally get this is a joke and its hilarious but I'd also like add that this was clearly made in a time when the only way to be gay was to rape and violate one another. Tell me thats not more perverse,cyberbullying
Because calling gay people fags and reveling in rape jokes and violence isn't free speech or jokes,cyberbullying
